v_products_model,v_products_type,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_date_avail,v_specials_expires_date,v_products_price,v_products_price_uom,v_products_weight,v_product_is_call,v_products_sort_order,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_always_free_shipping,v_date_avail,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
"0095-00000006-001","1","/linens/washcloth.jpg","Wash Cloth","District, Special Events, and Command trucks only.","","","","","3.52","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","Linens","--none--","0","0","0","0","0","0","","",""
"0095-00000002-001","1","/linens/blanket.jpg","Blanket","District, Special Events, and Command trucks only.","","","","","11.55","EA","0","0","0","1","1","0","0","","2012-07-30 14:02:00","-3","","Linens","--none--","0","0","0","0","0","0","","",""
"0125-00000001-001","1","/medical_gas/dpin.jpg","Cylinder, O2 D 440 liter with pin index stem valve","For Education and Training use only.","","","","","3.3","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000002-001","1","/medical_gas/dwab.jpg","Cylinder, O2 D 440 liter with WAB Regulator","Standard issue oxygen cylinder with Walk-A-Bout (WAB) stem.  Order by cylinder.  We will not ship this item.","","","","","5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","297","","Medical Gas and Delivery","--none--","1","0","0","0","0","0","","",""
"0125-00000003-001","1","no_picture.gif","Cylinder, O2 E 660 liter with pin index stem valve"," ","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000004-001","1","/medical_gas/ewab.jpg","Cylinder, O2 E 660 liter with WAB Regulator","TEMS and Special Events units only.","","","","","5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000005-001","1","no_picture.gif","Cylinder, O2 H 5000 liter"," ","","","","","3.3","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000006-001","1","/medical_gas/m.jpg","Cylinder, O2 M 3540 liter","Main cylinder for ambulance use.  We will not ship this item.","","","","","6","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","100","","Medical Gas and Delivery","--none--","1","0","0","0","0","0","","",""
"0125-00000007-001","1","/medical_gas/singlehead.jpg","Flow Meter 15LPM single port Ohmeda connector","15 liter per minute flow meter, Ohmeda connector, for ambulance use.  <i>Requires statement form. </i>","","","","","38.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000008-001","1","/medical_gas/dualhead.jpg","Flow Meter Flotec 2x 15LPM 1xDISS Ohmeda connector","15 lpm Flow meter, three head, with Ohmeda connector.  <i>Requires statement form. </i>","","","","","227.21","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","14","","Medical Gas and Delivery","--none--","1","0","0","0","0","0","","",""
"0100-00000001-001","1","no_picture.gif","Cylinder, NO2 E with pin index stem valve","<i>Sold by the each, limit 14. </i>","","","","","3.3","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000003-001","1","","Cylinder, O2 C 200 liter with WAB Regulator","We will not ship this item.","","","","","5","EA","0","0","0","1","1","0","0","","2016-02-17 12:10:26","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0125-00000009-001","1","medical_gas/O2mainwrench.jpg","Wrench for Main O2 cylinder, open ended","","","","","","4.73","EA","0","0","0","1","1","0","0","","2019-07-23 11:52:35","1","","Medical Gas and Delivery","--none--","1","0","0","0","0","0","","",""
"0125-00000014-001","1","","Aluminum Cylinder Test and Refinish","","","","","","15","BTL","0","0","0","1","1","0","0","","2019-12-16 12:24:33","0","","Medical Gas and Delivery","--none--","0","0","0","0","0","0","","",""
"0115-00000001-001","1","no_picture.gif","Clipboard","<i>Sold by the each, limit 14. </i>","","","","","16.5","","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Office Supplies","--none--","0","0","0","0","0","0","","",""
"0115-00000002-001","1","/office/pens.jpg","Pen, ball point","<i>Sold by the each, limit 14. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Office Supplies","--none--","0","0","0","0","0","0","","",""
"0115-00000003-001","1","/office/zipseal.jpg","Zip-tie numbered security Seal","<i>Sold by the each, limit 14. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Office Supplies","--none--","0","0","0","0","0","0","","",""
"0130-00000001-001","1","/assessment/adultcuff.jpg","BP Cuff, Adult; 1-Tube Mabis Connector","Adult BP Cuff, single tube, without screw connector metal male.  Sold by the each.","","","","","15.73","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000002-001","1","/assessment/pedscuff.jpg","BP Cuff, Child; 1-Tube Mabis Connector","Child BP Cuff, single tube, without screw connector metal male.  Sold by the each.","","","","","16.89","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000003-001","1","/assessment/infantcuff.jpg","BP Cuff, Infant; 1-Tube Mabis Connector","Infant BP Cuff, single tube, without screw connector metal male.  Sold by the each.","","","","","17.17","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000004-001","1","/assessment/largeadultcuff.jpg","BP Cuff, Large Adult; 1-Tube Mabis Connector","Large Adult BP Cuff, single tube, without screw connector metal male.  Sold by the each.","","","","","20.04","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000005-001","1","/assessment/thighcuff.jpg","BP Cuff, Thigh; 1-Tube Mabis Connector","Thigh BP Cuff, single tube, without screw connector metal male.  Sold by the each.","","","","","30.86","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000006-001","1","/assessment/flashlight.jpg","Flashlight, 2D Cell Incandescent","<i>Sold by the each. </i>","","","","","1.37","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","67","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000007-001","1","/assessment/cutterblade.jpg","Ring Cutter, Blade Only","<i>Sold by the each. </i>","","","","","4.79","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000008-001","1","/assessment/ringcutter.jpg","Ring Cutter, Complete","<i>Sold by the each. </i>","","","","","8.64","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000009-001","1","/assessment/shears.jpg","Shears, Trauma / Utility","<i>Sold by the each. </i>","","","","","1.22","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","163","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000010-001","1","/assessment/sphygmometer.jpg","Sphygmomanometer; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.","","","","","68.92","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","22","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000011-001","1","/assessment/adultsteth.jpg","Stethoscope, Adult","","","","","","4.62","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","23","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000012-001","1","/assessment/pedssteth.jpg","Stethoscope, Pediatric / Infant","","","","","","5.61","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000013-001","1","/assessment/thermometer.jpg","Thermometer, Disposable","<i>Sold by the each, 100 each per box. Expire February 2023 </i>","","","","","0.4","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000014-001","1","assessment/broselow.jpg","Pediatric Broselow Tape","","","","","","27.89","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000015-001","1","/assessment/penlight.jpg","Penlight Disposable","<i>Sold by the each. </i>","","","","","1","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","15","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000016-001","1","assessment/screw.jpg","Screw connector metal male","Connects BP Cuff tube to Sphygmomanometer.","","","","","3.9","EA","0","0","0","1","1","0","0","","2013-04-10 04:10:00","5","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000024-001","1","","Urine Collection container","Reuben Engagement Center Only.  Sold by the each, 200 each per case.","","","","","0.59","EA","0","0","0","1","1","0","0","","2018-01-22 09:40:28","1","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000023-001","1","","Pregnancy  Kit Test SP HCG Urine Rapid","Reuben Engagement Center Only. Sold by the box, 30 kits in a box.","","","","","33.11","BX","0","0","0","1","1","0","0","","2018-01-22 09:44:24","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000008-002","1","assessment/ringcutter2.jpg","Ring Cutter, Complete","Sold by the each.","","","","","12.05","EA","0","0","0","1","1","0","0","","2018-03-23 14:20:02","1","","Patient Assessment","--none--","1","0","0","0","0","0","","",""
"0130-00000007-002","1","assessment/ringcutterblade2.jpg","Ring Cutter, Blade Only","Sold by the each.","","","","","2.9","EA","0","0","0","1","1","0","0","","2018-03-23 14:22:09","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000028-001","1","assessment/NonContactInfraredTherm.jpg","Thermometer, non-contact infrared","Sold by the each.","","","","","100","EA","0","0","0","1","1","0","0","","2020-05-06 15:26:17","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000029-001","1","","Tongue Depressor","Sold as each.","","","","","0.1","EA","0","0","0","1","1","0","0","","2021-01-08 11:27:40","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000030-001","1","assessment/Flexiport_Infant_7.jpg","Infant BP Cuff FlexiPort Size 7","9cm to 13cm","","","","","35.7","EA","0","0","0","1","1","0","0","","2021-06-17 14:48:42","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000031-001","1","assessment/Flexiport_Sm_Child_8.jpg","Sm Child BP Cuff FlexiPort Size 8","12cm to 16cm","","","","","35.7","EA","0","0","0","1","1","0","0","","2021-06-17 14:50:03","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000032-001","1","assessment/Flexiport_Child_9.jpg","Child BP Cuff FlexiPort Size 9","15cm to 21cm","","","","","28","EA","0","0","0","1","1","0","0","","2021-06-17 14:51:24","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000033-001","1","assessment/Flexiport_Sm_Adult_10.jpg","Sm Adult BP Cuff FlexiPort Size 10","20cm to 26cm","","","","","29","EA","0","0","0","1","1","0","0","","2021-06-17 14:52:54","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000034-001","1","assessment/Flexiport_Adult_11.jpg","Adult BP Cuff FlexiPort Size 11","25cm to 34cm","","","","","35.7","EA","0","0","0","1","1","0","0","","2021-06-17 14:54:24","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000035-001","1","assessment/Flexiport_Lg_Adult_12.jpg","Lg Adult BP Cuff FlexiPort Size 12","32cm to 43cm","","","","","32","EA","0","0","0","1","1","0","0","","2021-06-17 14:55:44","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0130-00000036-001","1","assessment/Flexiport_Thigh_13.jpg","Thigh BP Cuff FlexiPort Size 13","40cm to 55cm","","","","","35","EA","0","0","0","1","1","0","0","","2021-06-17 14:57:06","0","","Patient Assessment","--none--","0","0","0","0","0","0","","",""
"0140-00000001-001","1","/ppe/solidifier.jpg","Body fluid solidifier, 32 oz.","Body fluid solidifier. Sold in a 32 ounce bottle.","","","","","4.05","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","80","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000005-001","1","ppe/coveralls.jpg","Coveralls 1XL","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000006-001","1","ppe/coveralls.jpg","Coveralls 2XL","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000007-001","1","ppe/coveralls.jpg","Coveralls 3XL","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000008-001","1","ppe/coveralls.jpg","Coveralls 4XL","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000010-001","1","ppe/coveralls.jpg","Coveralls Large","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000011-001","1","ppe/coveralls.jpg","Coveralls Medium","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000012-001","1","ppe/coveralls.jpg","Coveralls Small","Coveralls for crew safety. Limit two.","","","","","5.78","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000015-001","1","no_picture.gif","Filter P100 for Aero (3M)  APR","<b>IEMS Restricted List</b>","","","","","0","PK","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000016-001","1","ppe/northfilter.jpg","Filter P100 for North 5500/7700 APR","Filter for service issued North 5500 mask.","","","","","8.5","PAC","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000022-001","1","/ppe/large.jpg","Gloves, NITRILE, NS Exam Large","Nitrile, non-sterile examination gloves. Sold by the box.  10 boxes / case.","","","","","30","BX","0","0","0","1","1","0","0","","2012-07-30 11:06:00","970","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000023-001","1","/ppe/medium.jpg","Gloves, NITRILE, NS Exam Medium","Nitrile, non-sterile examination gloves. Sold by the box.  10 boxes / case.","","","","","30","BX","0","0","0","1","1","0","0","","2012-07-30 11:06:00","260","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000024-001","1","/ppe/small.jpg","Gloves, NITRILE, NS Exam Small","Nitrile, non-sterile examination gloves. Sold by the box.  10 boxes / case.","","","","","30","BX","0","0","0","1","1","0","0","","2012-07-30 11:06:00","209","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000025-001","1","/ppe/extralarge.jpg","Gloves, NITRILE, NS Exam X-Large","Nitrile, non-sterile examination gloves. Sold by the box.  10 boxes / case.","","","","","30","BX","0","0","0","1","1","0","0","","2012-07-30 11:06:00","734","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000026-001","1","/ppe/sterile6.jpg","Gloves Sterile 6.5 Pair","Packet contains right and left glove.","","","","","1.65","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000027-001","1","/ppe/sterile7.jpg","Gloves Sterile 7.0 Pair","Packet contains right and left glove.","","","","","1.65","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","67","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000028-001","1","/ppe/sterile75.jpg","Gloves Sterile 7.5 Pair","Packet contains right and left glove.","","","","","1.65","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","60","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000029-001","1","/ppe/sterile8.jpg","Gloves Sterile 8.0 Pair","Packet contains right and left glove.","","","","","1.65","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","60","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000030-001","1","no_picture.gif","Gloves Sterile 8.5 Pair","Packet contains right and left glove.  Limit two per order.","","","","","1.65","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000031-001","1","/ppe/isolationgown.jpg","Isolation Gown","<i>Sold by the each, limit 14. </i>","","","","","2","EA","0","0","0","1","1","0","0","0001-01-01 00:00:00","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000032-001","1","ppe/isolationkit.jpg","Isolation Gown Kit","Sold in a kit, limit 28.","","","","","15","EA","0","0","0","1","1","0","0","0001-01-01 00:00:00","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000034-001","1","/ppe/surgicalmask.jpg","Mask, Surgical","Sold by the individual mask, quantities of 50 will be sent in one complete box.  Limit 300.","","","","","0.75","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000035-001","1","/ppe/maskshield.jpg","Mask, Surgical w / Splash Shield","Surgical mask with splash shield.  Sold by the each.","","","","","1.75","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000038-001","1","ppe/safetyglasses.jpg","Splash / Safety Glasses","Safety glasses, sold by the each.","","","","","3.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","84","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000039-001","1","ppe/epiclenz8.jpg","Hand Sanitizer, Small Bottle","Small bottle of Epi-Clenz hand sanitizer.","","","","","5","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000040-001","1","ppe/FoamSanitizer.jpg","Hand Sanitizer, Foam Quickcare 500 mL","Medium dispenser bottle of Foam hand sanitizer.","","","","","20","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000042-001","1","ppe/Gloves2XL.jpg","Gloves, Nitrile, NS Exam XX-Large","Nitrile, non-sterile examination gloves. Sold by the box.  10 boxes / case.","","","","","30","BX","0","0","0","1","1","0","0","","2013-12-27 07:26:00","0","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000048-001","1","no_picture.gif","Fluid resistant surgical gown, LG","Sold by the each","","","","","4","","0","0","0","1","1","0","0","","2014-10-23 14:40:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000049-001","1","no_picture.gif","Fluid resistant surgical gown, X-LG","Sold by the each","","","","","4","","0","0","0","1","1","0","0","","2014-10-23 14:44:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000050-001","1","no_picture.gif","Fluid resistant surgical gown, 2XL","Sold by the each","","","","","4","","0","0","0","1","1","0","0","","2014-10-23 14:46:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000051-001","1","no_picture.gif","ChemSplash Coverall attached hood & boot, yellow, MD","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 14:50:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000052-001","1","no_picture.gif","ChemSplash Coverall attached hood & boot, yellow, XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 14:52:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000053-001","1","no_picture.gif","ChemSplash Coverall attached hood & boot, yellow, 2XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 14:53:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000054-001","1","no_picture.gif","ChemSplash Coverall attached hood & boot, yellow, 3XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 14:55:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000055-001","1","no_picture.gif","ChemSplash Coverall attached hood & boot, yellow, 4XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 14:56:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000056-001","1","no_picture.gif","ChemSplash2 Coverall attached hood & boot, grey, LG","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 14:58:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000057-001","1","no_picture.gif","ChemSplash2 Coverall attached hood & boot, grey, X-LG","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 15:00:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000058-001","1","no_picture.gif","ChemSplash2 Coverall attached hood & boot, grey, 2XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 15:04:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000059-001","1","no_picture.gif","ChemSplash2 Coverall attached hood & boot, grey, 3XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 15:17:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000060-001","1","no_picture.gif","ChemSplash2 Coverall attached hood & boot, grey, 4XL","Sold by the each","","","","","32","","0","0","0","1","1","0","0","","2014-10-23 15:18:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000065-001","1","no_picture.gif","Responder Enhanced PPE Kit, LG","Sold by the each, contains fluid resistant surgical gown, full hood cover, surgical mask w/shield, calf height boot cover, and a pair of XXL exam gloves.","","","","","10","EA","0","0","0","1","1","0","0","","2014-10-30 12:46:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000135-001","1","no_picture.gif","Responder Enhanced PPE Kit, X- LG","Sold by the each, contains fluid resistant surgical gown, full hood cover, surgical mask w/shield, calf height boot cover, and a pair of XXL exam gloves.","","","","","10","EA","0","0","0","1","1","0","0","","2014-10-30 12:55:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000066-001","1","no_picture.gif","Patient Modesty Kit","Sold by the each, contains a coverall, emesis bag, hair bouffant, foot covers, surgical mask w/ ear loops, and on Zofran ODT w/ trilingual instructions.","","","","","6","EA","0","0","0","1","1","0","0","","2014-10-30 13:00:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000064-002","1","no_picture.gif","Tyvek Hood, generic","Sold by the each","","","","","3.75","EA","0","0","0","1","1","0","0","","2014-10-31 10:20:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000136-001","1","no_picture.gif","Responder Enhanced PPE Kit, XX-L","","","","","","10","EA","0","0","0","1","1","0","0","","2014-11-04 08:27:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000044-001","1","no_picture.gif","Device, Personal Flotation","","","","","","67.3","","0","0","0","1","1","0","0","","2014-02-24 13:39:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000045-001","1","no_picture.gif","Rescue throw bag, 50 ft rescue line","","","","","","43.9","","0","0","0","1","1","0","0","","2014-04-22 05:21:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000041-001","1","no_picture.gif","Ear Plugs, 29dB, W/o Cord, Reg, PK200","Sold by the case.","","","","","35","","0","0","0","1","1","0","0","","2014-10-31 07:42:00","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000089-001","1","no_picture.gif","Spit Sock Hood","Sold by the each.","","","","","3.3","EA","0","0","0","1","1","0","0","","2014-11-24 14:27:00","10","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000040-002","1","ppe/GelSanitizer.jpg","Antiseptic Hand Gel  16oz","Sold by the bottle.","","","","","6.45","BTL","0","0","0","1","1","0","0","","2016-05-04 13:04:43","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000132-001","1","ppe/GlovesX-Sm.jpg","Gloves, NITRILE, NS Exam X-Small","Nitrile, non-sterile examination gloves. Sold by the box.  10 boxes / case.","","","","","30","BX","0","0","0","1","1","0","0","","2017-01-25 16:03:57","1","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000039-002","1","ppe/antisepticgel.jpg","Hand Sanitizer, Small bottle of Antiseptic hand sanitizer.","Small bottle of Antiseptic hand sanitizer (2 oz).","","","","","1","BTL","0","0","0","1","1","0","0","","2017-09-16 07:50:12","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000076-001","1","","AO Safety Half-face APR small 50167 QUICKLATCH","AO Safety Half-face Air Purifying Respirator, size small","","","","","0","EA","0","0","0","1","1","0","0","","2020-02-03 08:22:00","1","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000078-001","1","","AO Safety Half-face APR large 50169 QUICKLATCH","AO Safety Half-face Air Purifying Respirator, size large","","","","","0","EA","0","0","0","1","1","0","0","","2020-02-03 08:22:42","1","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000077-001","1","","AO Safety Half-face APR medium 50168 QUICKLATCH","AO Safety Half-face Air Purifying Respirator, size medium","","","","","0","EA","0","0","0","1","1","0","0","","2020-02-03 08:23:43","1","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000067-001","1","","AO Safety P100 Filter APR 50559","Filter, P100, for AO Safety APR","","","","","3","PR","0","0","0","1","1","0","0","","2020-02-04 11:05:59","1","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000031-002","1","isolationgown.jpg","Isolation Gown, disposable","Sold by the pack of 10.  Four Pack limit.","","","","","20","PAC","0","0","0","1","1","0","0","","2020-03-04 13:16:12","4","","PPE","--none--","1","0","0","0","0","0","","",""
"0140-00000109-001","1","","Green faced mask, disposable","","","","","","0.11","EA","0","0","0","1","1","0","0","","2020-03-06 16:21:50","1","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000145-001","1","","Antiseptic Hand Gel with pump 128 oz","","","","","","25","BTL","0","0","0","1","1","0","0","","2020-03-06 16:40:14","1","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000134-001","1","","Hand Sanitizer, Foam small 1.5oz","sold by the each, limit 5.","","","","","5","BTL","0","0","0","1","1","0","0","","2020-03-12 08:04:10","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000146-001","1","","Reusable Splash Face Shield with reusable ratcheting headset","","","","","","14","EA","0","0","0","1","1","0","0","","2020-03-19 15:31:18","1","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000123-001","1","","N95 Particulate Respirator, 8210","","","","","","1","EA","0","0","0","1","1","0","0","","2020-03-19 16:06:18","0","","PPE","--none--","0","0","0","0","0","0","","",""
"0140-00000123-002","1","","N95 Particulate Respirator, 8210","","","","","","2","EA","0","0","0","1","1","0","0","","2020-03-19 16:07:12","0","","PPE","--none--","0","0","0","0","0","0","","",""
